program_name,test_file,usable,llm_test_file,builds,passes,coverage_before,coverage_after,coverage_delta,kept,discard_reason
spacy_1,test_tokenizer.py,False,,,,,,,,
spacy_2,test_tokenizer.py,False,,,,,,,,
spacy_3,test_tokenizer.py,False,,,,,,,,
spacy_4,test_tokenizer.py,False,,,,,,,,
spacy_5,test_tokenizer.py,False,,,,,,,,
spacy_6,test_tokenizer.py,False,,,,,,,,
spacy_7,test_tokenizer.py,False,,,,,,,,
spacy_8,test_tokenizer.py,False,,,,,,,,
spacy_9,test_tokenizer.py,False,,,,,,,,
spacy_10,test_tokenizer.py,False,,,,,,,,
